key	effects	duration	expended_cost	required_cost	image_path	upkeep_cost	point_cost
wh3_dlc20_faction_initiative_chs_undivided_3_units_warshrine	wh3_dlc20_faction_initiative_chs_undivided_3_units_warshrine	-1	wh3_dlc20_initiative_souls_und_t4	wh3_dlc20_initiative_souls_und_t4_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_4.png	wh3_dlc20_initiative_souls_und_upkeep_t4	0
wh3_dlc20_faction_initiative_chs_undivided_5_units_shaggoths	wh3_dlc20_faction_initiative_chs_undivided_5_units_shaggoths	-1	wh3_dlc20_initiative_souls_und_t4	wh3_dlc20_initiative_souls_und_t4_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_5.png	wh3_dlc20_initiative_souls_und_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_1	wh3_dlc23_faction_initiative_chd_category_bull_centaurs_1	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t5	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t4		wh3_dlc23_chd_armaments_hellforge_upkeep_t5	0
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_2	wh3_dlc23_faction_initiative_chd_category_bull_centaurs_2	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t1		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_3	wh3_dlc23_faction_initiative_chd_category_bull_centaurs_3	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t4		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_4	wh3_dlc23_faction_initiative_chd_category_bull_centaurs_4	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t5		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_5	wh3_dlc23_faction_initiative_chd_category_bull_centaurs_5	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_6	wh3_dlc23_faction_initiative_chd_category_bull_centaurs_6	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t5	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t5	0
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_7	wh3_dlc23_faction_initiative_chd_category_bull_centaurs_7	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_8	wh3_dlc23_faction_initiative_chd_category_bull_centaurs_8	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_flying_beasts_1	wh3_dlc23_faction_initiative_chd_category_flying_beasts_1	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t1		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_flying_beasts_2	wh3_dlc23_faction_initiative_chd_category_flying_beasts_2	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_flying_beasts_3	wh3_dlc23_faction_initiative_chd_category_flying_beasts_3	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_flying_beasts_4	wh3_dlc23_faction_initiative_chd_category_flying_beasts_4	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t5	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t4		wh3_dlc23_chd_armaments_hellforge_upkeep_t5	0
wh3_dlc23_faction_initiative_chd_category_flying_beasts_5	wh3_dlc23_faction_initiative_chd_category_flying_beasts_5	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t5		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_flying_beasts_6	wh3_dlc23_faction_initiative_chd_category_flying_beasts_6	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_flying_beasts_7	wh3_dlc23_faction_initiative_chd_category_flying_beasts_7	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_flying_beasts_8	wh3_dlc23_faction_initiative_chd_category_flying_beasts_8	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t5	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t4		wh3_dlc23_chd_armaments_hellforge_upkeep_t5	0
wh3_dlc23_faction_initiative_chd_category_kdaai_1	wh3_dlc23_faction_initiative_chd_category_kdaai_1	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_kdaai_2	wh3_dlc23_faction_initiative_chd_category_kdaai_2	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_kdaai_3	wh3_dlc23_faction_initiative_chd_category_kdaai_3	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_kdaai_4	wh3_dlc23_faction_initiative_chd_category_kdaai_4	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t1		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_kdaai_5	wh3_dlc23_faction_initiative_chd_category_kdaai_5	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t5	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t5		wh3_dlc23_chd_armaments_hellforge_upkeep_t5	0
wh3_dlc23_faction_initiative_chd_category_kdaai_6	wh3_dlc23_faction_initiative_chd_category_kdaai_6	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_kdaai_7	wh3_dlc23_faction_initiative_chd_category_kdaai_7	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t5	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t4		wh3_dlc23_chd_armaments_hellforge_upkeep_t5	0
wh3_dlc23_faction_initiative_chd_category_kdaai_8	wh3_dlc23_faction_initiative_chd_category_kdaai_8	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t4		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_melee_infantry_1	wh3_dlc23_faction_initiative_chd_category_melee_infantry_1	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t2	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t2	0
wh3_dlc23_faction_initiative_chd_category_melee_infantry_2	wh3_dlc23_faction_initiative_chd_category_melee_infantry_2	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t1	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t0		wh3_dlc23_chd_armaments_hellforge_upkeep_t1	0
wh3_dlc23_faction_initiative_chd_category_melee_infantry_3	wh3_dlc23_faction_initiative_chd_category_melee_infantry_3	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t2	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t2	0
wh3_dlc23_faction_initiative_chd_category_melee_infantry_4	wh3_dlc23_faction_initiative_chd_category_melee_infantry_4	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t1	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t1		wh3_dlc23_chd_armaments_hellforge_upkeep_t1	0
wh3_dlc23_faction_initiative_chd_category_melee_infantry_5	wh3_dlc23_faction_initiative_chd_category_melee_infantry_5	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t2	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t4		wh3_dlc23_chd_armaments_hellforge_upkeep_t2	0
wh3_dlc23_faction_initiative_chd_category_melee_infantry_6	wh3_dlc23_faction_initiative_chd_category_melee_infantry_6	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_melee_infantry_7	wh3_dlc23_faction_initiative_chd_category_melee_infantry_7	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_melee_infantry_8	wh3_dlc23_faction_initiative_chd_category_melee_infantry_8	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t1	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t1		wh3_dlc23_chd_armaments_hellforge_upkeep_t1	0
wh3_dlc23_faction_initiative_chd_category_missile_infantry_1	wh3_dlc23_faction_initiative_chd_category_missile_infantry_1	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_missile_infantry_2	wh3_dlc23_faction_initiative_chd_category_missile_infantry_2	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t1	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t1		wh3_dlc23_chd_armaments_hellforge_upkeep_t1	0
wh3_dlc23_faction_initiative_chd_category_missile_infantry_3	wh3_dlc23_faction_initiative_chd_category_missile_infantry_3	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t1	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t1	0
wh3_dlc23_faction_initiative_chd_category_missile_infantry_4	wh3_dlc23_faction_initiative_chd_category_missile_infantry_4	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t2	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t1		wh3_dlc23_chd_armaments_hellforge_upkeep_t2	0
wh3_dlc23_faction_initiative_chd_category_missile_infantry_5	wh3_dlc23_faction_initiative_chd_category_missile_infantry_5	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t2	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t2	0
wh3_dlc23_faction_initiative_chd_category_missile_infantry_6	wh3_dlc23_faction_initiative_chd_category_missile_infantry_6	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t2	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t2	0
wh3_dlc23_faction_initiative_chd_category_missile_infantry_7	wh3_dlc23_faction_initiative_chd_category_missile_infantry_7	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t1	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t0		wh3_dlc23_chd_armaments_hellforge_upkeep_t1	0
wh3_dlc23_faction_initiative_chd_category_missile_infantry_8	wh3_dlc23_faction_initiative_chd_category_missile_infantry_8	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t4		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_warmachines_1	wh3_dlc23_faction_initiative_chd_category_warmachines_1	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_warmachines_2	wh3_dlc23_faction_initiative_chd_category_warmachines_2	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t5	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t5	0
wh3_dlc23_faction_initiative_chd_category_warmachines_3	wh3_dlc23_faction_initiative_chd_category_warmachines_3	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t5		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_warmachines_4	wh3_dlc23_faction_initiative_chd_category_warmachines_4	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t4		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_warmachines_5	wh3_dlc23_faction_initiative_chd_category_warmachines_5	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t3		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_warmachines_6	wh3_dlc23_faction_initiative_chd_category_warmachines_6	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t2		wh3_dlc23_chd_armaments_hellforge_upkeep_t4	0
wh3_dlc23_faction_initiative_chd_category_warmachines_7	wh3_dlc23_faction_initiative_chd_category_warmachines_7	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t1		wh3_dlc23_chd_armaments_hellforge_upkeep_t3	0
wh3_dlc23_faction_initiative_chd_category_warmachines_8	wh3_dlc23_faction_initiative_chd_category_warmachines_8	-1	wh3_dlc23_chd_armaments_hellforge_upkeep_t5	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t4		wh3_dlc23_chd_armaments_hellforge_upkeep_t5	0
wh3_dlc23_faction_initiative_chd_category_warmachines_carriage_dummy_1	wh3_dlc23_faction_initiative_chd_category_warmachines_carriage_dummy_1	-1		wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t4			0
wh3_dlc23_faction_initiative_chd_category_warmachines_carriage_dummy_2	wh3_dlc23_faction_initiative_chd_category_warmachines_carriage_dummy_2	-1		wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t5			0
wh3_dlc24_character_initiative_chs_chaos_lord_tze_01	wh3_dlc24_character_initiative_chs_chaos_lord_tze_01	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_chaos_lord_tze_02	wh3_dlc24_character_initiative_chs_chaos_lord_tze_02	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_chaos_lord_tze_03	wh3_dlc24_character_initiative_chs_chaos_lord_tze_03	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_chaos_lord_tze_04	wh3_dlc24_character_initiative_chs_chaos_lord_tze_04	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_chaos_lord_tze_05	wh3_dlc24_character_initiative_chs_chaos_lord_tze_05	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_chaos_lord_tze_06	wh3_dlc24_character_initiative_chs_chaos_lord_tze_06	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_chaos_lord_tze_07	wh3_dlc24_character_initiative_chs_chaos_lord_tze_07	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_chaos_lord_tze_08	wh3_dlc24_character_initiative_chs_chaos_lord_tze_08	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_chaos_lord_tze_09	wh3_dlc24_character_initiative_chs_chaos_lord_tze_09	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_exalted_hero_tze_01	wh3_dlc24_character_initiative_chs_exalted_hero_tze_01	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_exalted_hero_tze_02	wh3_dlc24_character_initiative_chs_exalted_hero_tze_02	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_exalted_hero_tze_03	wh3_dlc24_character_initiative_chs_exalted_hero_tze_03	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_exalted_hero_tze_04	wh3_dlc24_character_initiative_chs_exalted_hero_tze_04	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_exalted_hero_tze_05	wh3_dlc24_character_initiative_chs_exalted_hero_tze_05	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_exalted_hero_tze_06	wh3_dlc24_character_initiative_chs_exalted_hero_tze_06	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_exalted_hero_tze_07	wh3_dlc24_character_initiative_chs_exalted_hero_tze_07	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_exalted_hero_tze_08	wh3_dlc24_character_initiative_chs_exalted_hero_tze_08	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_exalted_hero_tze_09	wh3_dlc24_character_initiative_chs_exalted_hero_tze_09	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_chs_exalted_hero_tze_10	wh3_dlc24_character_initiative_chs_exalted_hero_tze_10	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0
wh3_dlc24_character_initiative_devote_exalted_hero_to_tzeentch	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_initiative_character_mark_hero_tze	wh3_dlc20_initiative_character_mark_hero_tze	UI\skins\default\path_to_glory\mark_of_chaos_exalted_hero_tzeentch.png		0
wh3_dlc24_character_initiative_devote_lord_to_tzeentch	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_initiative_character_mark_lord_tze	wh3_dlc20_initiative_character_mark_lord_tze	UI\skins\default\path_to_glory\mark_of_chaos_chaos_lord_tzeentch.png		0
wh3_dlc24_faction_initiative_chs_tzeentch_3_units_changebringers	wh3_dlc24_faction_initiative_chs_tzeentch_3_units_changebringers	-1	wh3_dlc20_initiative_souls_tze_t3	wh3_dlc20_initiative_souls_tze_t3_sacrifice_requirement_high	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_3.png	wh3_dlc20_initiative_souls_tze_upkeep_t3	0
wh3_dlc24_faction_initiative_chs_tzeentch_3_units_cockatrice	wh3_dlc24_faction_initiative_chs_tzeentch_3_units_cockatrice	-1	wh3_dlc20_initiative_souls_tze_t3	wh3_dlc20_initiative_souls_tze_t3_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_3.png	wh3_dlc20_initiative_souls_tze_upkeep_t3	0
wh3_dlc24_faction_initiative_chs_tzeentch_3_units_mutalith_vortex_beast	wh3_dlc24_faction_initiative_chs_tzeentch_3_units_mutalith_vortex_beast	-1	wh3_dlc20_initiative_souls_tze_t5	wh3_dlc20_initiative_souls_tze_t5_sacrifice_requirement_low	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_5.png	wh3_dlc20_initiative_souls_tze_upkeep_t5	0
wh3_dlc25_character_initiative_chs_chaos_lord_nur_01	wh3_dlc25_character_initiative_chs_chaos_lord_nur_01	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_lord_nur_02	wh3_dlc25_character_initiative_chs_chaos_lord_nur_02	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_lord_nur_03	wh3_dlc25_character_initiative_chs_chaos_lord_nur_03	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_lord_nur_04	wh3_dlc25_character_initiative_chs_chaos_lord_nur_04	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_lord_nur_05	wh3_dlc25_character_initiative_chs_chaos_lord_nur_05	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_lord_nur_06	wh3_dlc25_character_initiative_chs_chaos_lord_nur_06	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_lord_nur_07	wh3_dlc25_character_initiative_chs_chaos_lord_nur_07	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_lord_nur_08	wh3_dlc25_character_initiative_chs_chaos_lord_nur_08	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_lord_nur_09	wh3_dlc25_character_initiative_chs_chaos_lord_nur_09	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_01	wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_01	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_02	wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_02	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_03	wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_03	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_04	wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_04	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_05	wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_05	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_06	wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_06	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_07	wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_07	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_08	wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_08	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_09	wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_09	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0
wh3_dlc25_character_initiative_devote_sorceror_to_nurgle_death	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_initiative_character_mark_hero_nur	wh3_dlc20_initiative_character_mark_hero_nur	UI\skins\default\path_to_glory\mark_of_chaos_sorceror_nurgle.png		0
wh3_dlc25_character_initiative_devote_sorceror_to_nurgle_nurgle	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_initiative_character_mark_hero_nur	wh3_dlc20_initiative_character_mark_hero_nur	UI\skins\default\path_to_glory\mark_of_chaos_sorceror_nurgle.png		0
wh3_dlc25_faction_initiative_chs_nurgle_3_units_plague_ogres	wh3_dlc25_faction_initiative_chs_nurgle_3_units_plague_ogres	-1	wh3_dlc20_initiative_souls_nur_t4	wh3_dlc20_initiative_souls_nur_t4_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_3.png	wh3_dlc20_initiative_souls_nur_upkeep_t4	0
wh3_dlc25_faction_initiative_chs_nurgle_5_units_toad_dragon	wh3_dlc25_faction_initiative_chs_nurgle_5_units_toad_dragon	-1	wh3_dlc20_initiative_souls_nur_t5	wh3_dlc20_initiative_souls_nur_t5_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_5.png	wh3_dlc20_initiative_souls_nur_upkeep_t5	0
wh3_main_character_initiative_ogr_big_name_arsebelcher	wh3_main_character_initiative_ogr_big_name_arsebelcher	-1			UI\Campaign UI\ogre_big_names\bigname_tyrant.png		0
wh3_main_character_initiative_ogr_big_name_beastkiller	wh3_main_character_initiative_ogr_big_name_beastkiller	-1			UI\Campaign UI\ogre_big_names\bigname_hunter.png		0
wh3_main_character_initiative_ogr_big_name_beastrider	wh3_main_character_initiative_ogr_big_name_beastrider	-1			UI\Campaign UI\ogre_big_names\bigname_hunter.png		0
wh3_main_character_initiative_ogr_big_name_bellyslapper	wh3_main_character_initiative_ogr_big_name_bellyslapper	-1			UI\Campaign UI\ogre_big_names\bigname_generic.png		0
wh3_main_character_initiative_ogr_big_name_bigbellower	wh3_main_character_initiative_ogr_big_name_bigbellower	-1			UI\Campaign UI\ogre_big_names\bigname_mountain.png		0
wh3_main_character_initiative_ogr_big_name_bonechewer	wh3_main_character_initiative_ogr_big_name_bonechewer	-1			UI\Campaign UI\ogre_big_names\bigname_gold.png		0
wh3_main_character_initiative_ogr_big_name_boommaker	wh3_main_character_initiative_ogr_big_name_boommaker	-1			UI\Campaign UI\ogre_big_names\bigname_siege.png		0
wh3_main_character_initiative_ogr_big_name_brawlerguts	wh3_main_character_initiative_ogr_big_name_brawlerguts	-1			UI\Campaign UI\ogre_big_names\bigname_melee.png		0
wh3_main_character_initiative_ogr_big_name_campmaker	wh3_main_character_initiative_ogr_big_name_campmaker	-1			UI\Campaign UI\ogre_big_names\bigname_tyrant.png		0
